t,vx_cmd,vy_cmd,wz_cmd,tilt_rad,height,hip_spread,tau_max,q_err_max
84.286,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
84.308,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
84.326,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
84.347,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
84.366,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
84.386,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
84.406,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.426,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.447,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.467,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.487,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.506,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.526,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.546,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.567,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.586,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1737
84.607,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1736
84.628,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1736
84.647,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1736
84.666,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1736
84.687,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.95,0.1736
84.706,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1736
84.726,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1736
84.746,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1736
84.766,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1736
84.786,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1736
84.807,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1736
84.826,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1736
84.847,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
84.867,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
84.886,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
84.906,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
84.926,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
84.946,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
84.966,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
84.986,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
85.006,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
85.026,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
85.047,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1735
85.067,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1734
85.087,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1734
85.106,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1734
85.127,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1734
85.146,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1734
85.166,0.000,0.000,0.000,0.0015,0.2638,0.0949,6.94,0.1734
85.186,0.000,0.000,0.000,0.0015,0.2637,0.0949,6.94,0.1734
85.206,0.000,0.000,0.000,0.0015,0.2637,0.0949,6.94,0.1734
85.227,0.000,0.000,0.000,0.0015,0.2637,0.0949,6.94,0.1734
85.247,0.000,0.000,0.000,0.0015,0.2637,0.0949,6.94,0.1734
85.266,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.94,0.1734
85.286,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.94,0.1734
85.306,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1734
85.326,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.347,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.366,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.386,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.406,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.426,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.448,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.468,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.487,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.507,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.527,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.546,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.566,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.586,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1733
85.607,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.626,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.647,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.667,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.687,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.706,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.726,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.748,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.767,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.786,0.000,0.000,0.000,0.0016,0.2637,0.0949,6.93,0.1732
85.806,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1732
85.827,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1732
85.846,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1732
85.867,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1732
85.887,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1732
85.906,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1732
85.926,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1732
85.946,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1731
85.966,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1731
85.986,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1731
86.006,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1731
86.026,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1731
86.047,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.93,0.1731
86.066,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.087,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.106,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.126,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.147,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.166,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.186,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.206,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.226,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.249,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.266,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.286,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1731
86.306,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.326,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.346,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.366,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.386,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.406,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.426,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.446,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.466,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.486,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.506,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.526,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.547,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.567,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.587,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.606,0.000,0.000,0.000,0.0017,0.2637,0.0949,6.92,0.1730
86.626,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1730
86.647,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1730
86.666,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1730
86.686,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.706,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.725,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.747,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.766,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.786,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.806,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.827,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.847,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.867,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.886,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.906,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.926,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.946,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.966,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
86.988,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
87.007,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
87.026,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
87.046,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
87.066,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
87.086,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.92,0.1729
87.106,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1729
87.126,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1729
87.147,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1729
87.166,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.187,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.206,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.226,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.247,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.267,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.287,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.307,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.327,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.347,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.366,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.387,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.406,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.426,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.446,0.000,0.000,0.000,0.0018,0.2637,0.0949,6.91,0.1728
87.468,0.000,0.000,0.000,0.0018,0.2637,0.0950,6.91,0.1728
87.486,0.000,0.000,0.000,0.0018,0.2637,0.0950,6.91,0.1728
87.506,0.000,0.000,0.000,0.0018,0.2637,0.0950,6.91,0.1728
87.526,0.000,0.000,0.000,0.0018,0.2637,0.0950,6.91,0.1728
87.547,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.567,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.587,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.606,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.626,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.647,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.667,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.687,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.706,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.726,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.747,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1728
87.766,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.786,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.806,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.826,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.847,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.867,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.886,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.907,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.926,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.946,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.967,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
87.986,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.006,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.028,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.049,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.067,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.087,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.106,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.129,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.146,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.166,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.188,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.207,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.228,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.247,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.267,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.288,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.306,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.327,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.347,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.368,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.386,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.406,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.427,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.447,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.466,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.486,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.507,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.526,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1727
88.547,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1726
88.569,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1726
88.587,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1726
88.607,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1726
88.627,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1726
88.646,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1726
88.666,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1726
88.687,0.000,0.000,0.000,0.0019,0.2637,0.0950,6.91,0.1726
88.706,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.727,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.746,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.766,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.786,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.807,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.827,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.846,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.866,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.886,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.91,0.1726
88.906,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
88.926,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
88.947,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
88.966,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
88.986,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.006,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.027,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.046,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.066,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.086,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.106,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.126,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.147,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.166,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.187,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.206,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.226,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.246,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.267,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.286,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.306,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.326,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.346,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.366,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.386,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.406,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.426,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.446,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.467,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.487,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.506,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.526,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.546,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.566,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.586,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.606,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.626,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.646,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.666,0.000,0.000,0.000,0.0020,0.2637,0.0950,6.90,0.1726
89.686,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1726
89.706,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1726
89.726,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1726
89.747,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1726
89.766,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.786,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.806,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.827,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.847,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.866,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.886,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.906,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.926,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.947,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.966,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
89.986,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.006,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.026,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.046,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.066,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.086,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.106,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.127,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.147,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.167,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.186,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.206,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.226,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.247,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.266,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.286,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.306,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.326,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.346,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.366,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.386,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.406,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.426,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.447,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.466,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.486,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.506,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.526,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.547,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.566,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.586,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.606,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.626,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.647,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.666,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.686,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.706,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.726,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.747,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.768,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.786,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.806,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.826,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.846,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.866,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.886,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.906,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.926,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.946,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.966,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
90.986,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
91.006,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
91.026,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
91.048,0.000,0.000,0.000,0.0020,0.2636,0.0950,6.90,0.1725
91.067,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
91.087,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
91.106,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
91.126,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
91.146,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
91.166,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
91.186,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
91.206,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
91.226,0.000,0.000,0.000,0.0021,0.2636,0.0950,6.90,0.1725
