t,vx_cmd,vy_cmd,wz_cmd,tilt_rad,height,hip_spread,tau_max,q_err_max
47.367,0.000,0.000,0.000,0.0258,0.2812,0.0960,7.30,0.2075
47.387,0.000,0.000,0.000,0.0169,0.2799,0.0957,8.76,0.1264
47.406,0.000,0.000,0.000,0.0090,0.2779,0.0965,5.56,0.1978
47.428,0.000,0.000,0.000,0.0091,0.2763,0.0968,9.18,0.1687
47.445,0.000,0.000,0.000,0.0188,0.2747,0.0971,6.54,0.2479
47.465,0.000,0.000,0.000,0.0270,0.2734,0.0974,11.83,0.2642
47.488,0.000,0.000,0.000,0.0162,0.2721,0.0979,10.86,0.1335
47.508,0.000,0.000,0.000,0.0221,0.2703,0.0985,7.44,0.3821
47.526,0.000,0.000,0.000,0.0209,0.2695,0.0987,15.86,0.2264
47.546,0.000,0.000,0.000,0.0128,0.2694,0.0986,14.56,0.2665
47.566,0.000,0.000,0.000,0.0224,0.2692,0.0985,11.61,0.3161
47.586,0.000,0.000,0.000,0.0106,0.2687,0.0989,11.66,0.1449
47.606,0.000,0.000,0.000,0.0300,0.2689,0.0985,7.51,0.4563
47.627,0.000,0.000,0.000,0.0266,0.2686,0.0977,18.09,0.4081
47.647,0.000,0.000,0.000,0.0163,0.2696,0.0974,13.06,0.2460
47.666,0.000,0.000,0.000,0.0311,0.2706,0.0984,9.86,0.4987
47.687,0.000,0.000,0.000,0.0135,0.2709,0.0964,18.45,0.1459
47.707,0.000,0.000,0.000,0.0317,0.2717,0.0960,7.26,0.6185
47.725,0.000,0.000,0.000,0.0415,0.2736,0.0890,19.68,0.3031
47.745,0.000,0.000,0.000,0.0164,0.2744,0.0854,8.76,0.3636
47.765,0.000,0.000,0.000,0.0213,0.2751,0.0877,15.00,0.4511
47.785,0.000,0.000,0.000,0.0134,0.2771,0.0877,12.93,0.1635
47.805,0.000,0.000,0.000,0.0435,0.2782,0.0881,8.00,0.3721
47.825,0.000,0.000,0.000,0.0409,0.2782,0.0841,15.22,0.2530
47.846,0.000,0.000,0.000,0.0290,0.2783,0.0828,9.89,0.1814
47.865,0.000,0.000,0.000,0.0135,0.2770,0.0844,8.07,0.1953
47.886,0.000,0.000,0.000,0.0256,0.2754,0.0850,7.93,0.1686
47.905,0.000,0.000,0.000,0.0312,0.2741,0.0856,7.86,0.2315
47.925,0.000,0.000,0.000,0.0242,0.2733,0.0858,9.77,0.1681
47.945,0.000,0.000,0.000,0.0097,0.2717,0.0865,6.26,0.1922
47.965,0.000,0.000,0.000,0.0108,0.2706,0.0869,7.39,0.1836
47.988,0.000,0.000,0.000,0.0241,0.2697,0.0873,8.87,0.2934
48.005,0.000,0.000,0.000,0.0249,0.2689,0.0875,8.32,0.2116
48.025,0.000,0.000,0.000,0.0140,0.2683,0.0878,8.71,0.1580
48.047,0.000,0.000,0.000,0.0076,0.2679,0.0879,7.99,0.1901
48.067,0.000,0.000,0.000,0.0063,0.2669,0.0892,8.43,0.1652
48.085,0.000,0.000,0.000,0.0114,0.2666,0.0884,7.74,0.2083
48.105,0.000,0.000,0.000,0.0188,0.2663,0.0886,8.89,0.2515
48.125,0.000,0.000,0.000,0.0158,0.2661,0.0886,10.18,0.1578
48.145,0.000,0.000,0.000,0.0068,0.2659,0.0883,5.81,0.1706
48.166,0.000,0.000,0.000,0.0086,0.2655,0.0889,7.39,0.1787
48.186,0.000,0.000,0.000,0.0061,0.2652,0.0890,7.19,0.1958
48.209,0.000,0.000,0.000,0.0099,0.2649,0.0891,8.43,0.2070
48.227,0.000,0.000,0.000,0.0107,0.2648,0.0892,8.10,0.1933
48.245,0.000,0.000,0.000,0.0068,0.2647,0.0892,7.47,0.1664
48.268,0.000,0.000,0.000,0.0055,0.2646,0.0893,7.14,0.1907
48.287,0.000,0.000,0.000,0.0076,0.2644,0.0893,7.87,0.1777
48.307,0.000,0.000,0.000,0.0047,0.2642,0.0894,7.52,0.2040
48.327,0.000,0.000,0.000,0.0091,0.2641,0.0895,8.29,0.2206
48.347,0.000,0.000,0.000,0.0046,0.2642,0.0895,8.38,0.1642
48.365,0.000,0.000,0.000,0.0085,0.2643,0.0894,6.19,0.2036
48.387,0.000,0.000,0.000,0.0086,0.2642,0.0895,8.29,0.1901
48.405,0.000,0.000,0.000,0.0064,0.2642,0.0895,6.84,0.1985
48.425,0.000,0.000,0.000,0.0131,0.2642,0.0895,6.70,0.2714
48.446,0.000,0.000,0.000,0.0169,0.2642,0.0895,8.22,0.2719
48.466,0.000,0.000,0.000,0.0094,0.2648,0.0894,9.13,0.1795
48.486,0.000,0.000,0.000,0.0189,0.2651,0.0893,7.50,0.2844
48.505,0.000,0.000,0.000,0.0087,0.2650,0.0893,11.05,0.1703
48.525,0.000,0.000,0.000,0.0166,0.2654,0.0892,7.81,0.3703
48.546,0.000,0.000,0.000,0.0175,0.2656,0.0891,14.87,0.1782
48.565,0.000,0.000,0.000,0.0050,0.2663,0.0889,5.11,0.3133
48.585,0.000,0.000,0.000,0.0119,0.2667,0.0887,12.69,0.3259
48.605,0.000,0.000,0.000,0.0140,0.2672,0.0890,11.64,0.1847
48.626,0.000,0.000,0.000,0.0218,0.2675,0.0890,10.59,0.4407
48.646,0.000,0.000,0.000,0.0298,0.2682,0.0887,18.13,0.4562
48.665,0.000,0.000,0.000,0.0050,0.2694,0.0885,15.00,0.2085
48.687,0.000,0.000,0.000,0.0247,0.2711,0.0905,8.44,0.5996
48.705,0.000,0.000,0.000,0.0196,0.2715,0.0901,21.17,0.3673
48.725,0.000,0.000,0.000,0.0186,0.2714,0.0907,10.64,0.5440
48.745,0.000,0.000,0.000,0.0458,0.2744,0.0922,17.16,0.4304
48.765,0.000,0.000,0.000,0.0236,0.2770,0.0876,12.84,0.2306
48.785,0.000,0.000,0.000,0.0132,0.2779,0.0890,6.17,0.3819
48.805,0.000,0.000,0.000,0.0126,0.2791,0.0889,8.32,0.1688
48.825,0.000,0.000,0.000,0.0158,0.2787,0.0876,5.18,0.2864
48.845,0.000,0.000,0.000,0.0261,0.2782,0.0878,12.97,0.3348
48.865,0.000,0.000,0.000,0.0195,0.2781,0.0878,10.34,0.1545
48.885,0.000,0.000,0.000,0.0202,0.2776,0.0882,5.02,0.2020
48.905,0.000,0.000,0.000,0.0190,0.2767,0.0884,8.75,0.1541
48.925,0.000,0.000,0.000,0.0086,0.2751,0.0901,6.46,0.1762
48.945,0.000,0.000,0.000,0.0182,0.2742,0.0915,8.48,0.2553
48.965,0.000,0.000,0.000,0.0102,0.2732,0.0920,10.37,0.1364
48.986,0.000,0.000,0.000,0.0097,0.2726,0.0922,9.87,0.3199
49.005,0.000,0.000,0.000,0.0244,0.2720,0.0924,14.48,0.3434
49.025,0.000,0.000,0.000,0.0115,0.2716,0.0927,13.03,0.1281
49.046,0.000,0.000,0.000,0.0129,0.2716,0.0931,11.87,0.4244
49.066,0.000,0.000,0.000,0.0238,0.2715,0.0931,17.24,0.2800
49.085,0.000,0.000,0.000,0.0156,0.2723,0.0927,8.00,0.2478
49.105,0.000,0.000,0.000,0.0262,0.2724,0.0930,9.04,0.4794
49.126,0.000,0.000,0.000,0.0075,0.2719,0.0942,18.29,0.1367
49.145,0.000,0.000,0.000,0.0363,0.2730,0.0960,7.18,0.3783
49.165,0.000,0.000,0.000,0.0361,0.2730,0.0939,6.27,0.2446
49.185,0.000,0.000,0.000,0.0129,0.2729,0.0914,9.38,0.2118
49.205,0.000,0.000,0.000,0.0154,0.2726,0.0917,9.27,0.3916
49.227,0.000,0.000,0.000,0.0081,0.2720,0.0919,15.56,0.1726
49.245,0.000,0.000,0.000,0.0260,0.2717,0.0921,6.48,0.4424
49.265,0.000,0.000,0.000,0.0325,0.2711,0.0917,18.57,0.2372
49.285,0.000,0.000,0.000,0.0104,0.2717,0.0916,7.34,0.2703
49.305,0.000,0.000,0.000,0.0138,0.2714,0.0924,11.60,0.2323
49.326,0.000,0.000,0.000,0.0210,0.2708,0.0940,8.07,0.2967
49.347,0.000,0.000,0.000,0.0303,0.2706,0.0942,8.34,0.4162
49.366,0.000,0.000,0.000,0.0199,0.2704,0.0942,15.88,0.1699
49.385,0.000,0.000,0.000,0.0086,0.2708,0.0942,4.48,0.2541
49.406,0.000,0.000,0.000,0.0122,0.2702,0.0945,11.53,0.3372
49.427,0.000,0.000,0.000,0.0165,0.2697,0.0948,12.06,0.1649
49.446,0.000,0.000,0.000,0.0345,0.2697,0.0947,7.96,0.3757
49.466,0.000,0.000,0.000,0.0340,0.2696,0.0946,15.60,0.2355
49.486,0.000,0.000,0.000,0.0089,0.2701,0.0944,6.64,0.2875
49.505,0.000,0.000,0.000,0.0228,0.2702,0.0943,11.99,0.2700
49.525,0.000,0.000,0.000,0.0106,0.2701,0.0947,10.51,0.1951
49.545,0.000,0.000,0.000,0.0208,0.2701,0.0952,9.23,0.2973
49.565,0.000,0.000,0.000,0.0087,0.2697,0.0951,11.05,0.1454
49.585,0.000,0.000,0.000,0.0109,0.2697,0.0951,10.46,0.3272
49.606,0.000,0.000,0.000,0.0142,0.2693,0.0952,13.26,0.2332
49.626,0.000,0.000,0.000,0.0143,0.2695,0.0952,11.77,0.2665
49.645,0.000,0.000,0.000,0.0258,0.2696,0.0951,11.59,0.3969
49.665,0.000,0.000,0.000,0.0085,0.2698,0.0947,14.16,0.1912
49.685,0.000,0.000,0.000,0.0301,0.2709,0.0939,8.12,0.3560
49.705,0.000,0.000,0.000,0.0254,0.2710,0.0931,14.14,0.2155
49.725,0.000,0.000,0.000,0.0189,0.2714,0.0928,5.62,0.2562
49.745,0.000,0.000,0.000,0.0252,0.2711,0.0924,10.61,0.2631
49.765,0.000,0.000,0.000,0.0181,0.2710,0.0924,10.06,0.1303
49.785,0.000,0.000,0.000,0.0141,0.2708,0.0924,6.17,0.3006
49.805,0.000,0.000,0.000,0.0177,0.2702,0.0926,13.17,0.2630
49.825,0.000,0.000,0.000,0.0045,0.2698,0.0928,9.68,0.2309
49.845,0.000,0.000,0.000,0.0252,0.2694,0.0929,10.41,0.3451
49.865,0.000,0.000,0.000,0.0169,0.2691,0.0929,13.26,0.1358
49.885,0.000,0.000,0.000,0.0088,0.2693,0.0928,12.11,0.3083
49.905,0.000,0.000,0.000,0.0205,0.2693,0.0928,13.21,0.2898
49.925,0.000,0.000,0.000,0.0033,0.2693,0.0929,10.27,0.2407
49.945,0.000,0.000,0.000,0.0174,0.2694,0.0928,9.63,0.4444
49.965,0.000,0.000,0.000,0.0226,0.2695,0.0927,17.70,0.2733
49.985,0.000,0.000,0.000,0.0128,0.2705,0.0926,7.80,0.2422
50.005,0.000,0.000,0.000,0.0241,0.2708,0.0930,8.72,0.4873
50.025,0.000,0.000,0.000,0.0139,0.2708,0.0943,9.36,0.1832
50.045,0.000,0.000,0.000,0.0179,0.2712,0.0955,6.43,0.4531
50.065,0.000,0.000,0.000,0.0264,0.2714,0.0939,17.82,0.3311
50.085,0.000,0.000,0.000,0.0083,0.2722,0.0928,11.20,0.3148
50.105,0.000,0.000,0.000,0.0305,0.2731,0.0935,13.02,0.3638
50.126,0.000,0.000,0.000,0.0105,0.2728,0.0934,13.01,0.2278
50.146,0.000,0.000,0.000,0.0242,0.2748,0.0971,9.33,0.5163
50.166,0.000,0.000,0.000,0.0144,0.2745,0.0952,19.66,0.1181
50.186,0.000,0.000,0.000,0.0251,0.2752,0.0940,5.44,0.4543
50.206,0.000,0.000,0.000,0.0297,0.2751,0.0928,18.21,0.2253
50.225,0.000,0.000,0.000,0.0145,0.2746,0.0941,15.46,0.5693
50.246,0.000,0.000,0.000,0.0467,0.2760,0.0973,21.10,0.6920
50.266,0.000,0.000,0.000,0.0139,0.2791,0.0913,17.16,0.2713
50.286,0.000,0.000,0.000,0.0306,0.2804,0.0889,10.09,0.4653
50.307,0.000,0.000,0.000,0.0233,0.2816,0.0799,13.83,0.1368
50.325,0.000,0.000,0.000,0.0063,0.2820,0.0745,3.88,0.1931
50.346,0.000,0.000,0.000,0.0067,0.2827,0.0772,5.03,0.1554
50.367,0.000,0.000,0.000,0.0127,0.2830,0.0825,4.50,0.1608
50.386,0.000,0.000,0.000,0.0153,0.2792,0.0848,8.60,0.1587
50.407,0.000,0.000,0.000,0.0112,0.2772,0.0856,7.43,0.1520
50.426,0.000,0.000,0.000,0.0084,0.2761,0.0861,7.33,0.1714
50.446,0.000,0.000,0.000,0.0078,0.2743,0.0868,6.87,0.1731
50.466,0.000,0.000,0.000,0.0139,0.2731,0.0873,6.52,0.1551
50.486,0.000,0.000,0.000,0.0189,0.2710,0.0880,6.99,0.1735
50.505,0.000,0.000,0.000,0.0146,0.2702,0.0883,7.43,0.1494
50.526,0.000,0.000,0.000,0.0021,0.2686,0.0889,6.90,0.1796
50.545,0.000,0.000,0.000,0.0022,0.2680,0.0891,6.92,0.1731
50.566,0.000,0.000,0.000,0.0096,0.2669,0.0895,6.97,0.1516
50.586,0.000,0.000,0.000,0.0147,0.2661,0.0898,6.86,0.1767
50.606,0.000,0.000,0.000,0.0130,0.2658,0.0899,6.65,0.1718
50.625,0.000,0.000,0.000,0.0010,0.2650,0.0902,7.75,0.1854
50.645,0.000,0.000,0.000,0.0008,0.2647,0.0901,7.57,0.1549
50.667,0.000,0.000,0.000,0.0008,0.2646,0.0904,7.44,0.1591
50.686,0.000,0.000,0.000,0.0077,0.2643,0.0905,6.81,0.1761
50.705,0.000,0.000,0.000,0.0068,0.2641,0.0905,7.18,0.1755
50.726,0.000,0.000,0.000,0.0029,0.2639,0.0906,7.32,0.1850
50.746,0.000,0.000,0.000,0.0013,0.2638,0.0907,7.50,0.1749
50.765,0.000,0.000,0.000,0.0021,0.2637,0.0907,7.00,0.1748
50.785,0.000,0.000,0.000,0.0024,0.2637,0.0907,7.03,0.1767
50.805,0.000,0.000,0.000,0.0025,0.2636,0.0907,7.10,0.1777
50.825,0.000,0.000,0.000,0.0026,0.2636,0.0907,7.13,0.1779
50.845,0.000,0.000,0.000,0.0026,0.2636,0.0907,7.13,0.1780
50.866,0.000,0.000,0.000,0.0027,0.2635,0.0907,7.13,0.1781
50.886,0.000,0.000,0.000,0.0027,0.2635,0.0907,7.14,0.1782
50.908,0.000,0.000,0.000,0.0028,0.2635,0.0908,7.14,0.1783
50.925,0.000,0.000,0.000,0.0028,0.2635,0.0908,7.14,0.1783
50.945,0.000,0.000,0.000,0.0028,0.2635,0.0908,7.14,0.1784
50.967,0.000,0.000,0.000,0.0029,0.2635,0.0908,7.14,0.1784
50.986,0.000,0.000,0.000,0.0029,0.2634,0.0908,7.14,0.1785
51.005,0.000,0.000,0.000,0.0029,0.2634,0.0908,7.15,0.1785
51.026,0.000,0.000,0.000,0.0030,0.2634,0.0908,7.15,0.1785
51.046,0.000,0.000,0.000,0.0030,0.2634,0.0908,7.15,0.1785
51.066,0.000,0.000,0.000,0.0031,0.2634,0.0908,7.15,0.1786
51.086,0.000,0.000,0.000,0.0031,0.2634,0.0908,7.15,0.1786
51.107,0.000,0.000,0.000,0.0031,0.2634,0.0908,7.15,0.1786
51.126,0.000,0.000,0.000,0.0032,0.2634,0.0908,7.15,0.1786
51.146,0.000,0.000,0.000,0.0032,0.2634,0.0908,7.15,0.1787
51.166,0.000,0.000,0.000,0.0032,0.2633,0.0908,7.15,0.1787
51.186,0.000,0.000,0.000,0.0033,0.2633,0.0908,7.15,0.1787
51.207,0.000,0.000,0.000,0.0033,0.2633,0.0908,7.15,0.1787
51.226,0.000,0.000,0.000,0.0033,0.2633,0.0908,7.16,0.1788
51.246,0.000,0.000,0.000,0.0033,0.2633,0.0908,7.16,0.1788
51.266,0.000,0.000,0.000,0.0034,0.2633,0.0908,7.16,0.1788
51.286,0.000,0.000,0.000,0.0034,0.2633,0.0908,7.16,0.1788
51.307,0.000,0.000,0.000,0.0035,0.2633,0.0908,7.16,0.1788
51.327,0.000,0.000,0.000,0.0035,0.2633,0.0909,7.16,0.1788
51.346,0.000,0.000,0.000,0.0035,0.2633,0.0909,7.16,0.1788
51.366,0.000,0.000,0.000,0.0035,0.2632,0.0909,7.16,0.1789
51.386,0.000,0.000,0.000,0.0036,0.2632,0.0909,7.16,0.1789
51.407,0.000,0.000,0.000,0.0036,0.2632,0.0909,7.16,0.1789
51.426,0.000,0.000,0.000,0.0036,0.2632,0.0909,7.16,0.1789
51.446,0.000,0.000,0.000,0.0036,0.2632,0.0909,7.16,0.1789
51.466,0.000,0.000,0.000,0.0037,0.2632,0.0909,7.16,0.1789
51.486,0.000,0.000,0.000,0.0037,0.2632,0.0909,7.16,0.1789
51.506,0.000,0.000,0.000,0.0037,0.2632,0.0909,7.16,0.1789
51.526,0.000,0.000,0.000,0.0038,0.2632,0.0909,7.16,0.1789
51.547,0.000,0.000,0.000,0.0038,0.2632,0.0909,7.16,0.1789
51.566,0.000,0.000,0.000,0.0038,0.2632,0.0909,7.16,0.1789
51.587,0.000,0.000,0.000,0.0038,0.2632,0.0909,7.16,0.1789
51.606,0.000,0.000,0.000,0.0038,0.2632,0.0909,7.16,0.1789
51.625,0.000,0.000,0.000,0.0038,0.2632,0.0909,7.16,0.1789
51.645,0.000,0.000,0.000,0.0039,0.2631,0.0909,7.16,0.1789
51.666,0.000,0.000,0.000,0.0039,0.2631,0.0909,7.16,0.1789
51.686,0.000,0.000,0.000,0.0039,0.2631,0.0909,7.16,0.1789
51.705,0.000,0.000,0.000,0.0040,0.2631,0.0909,7.16,0.1789
51.726,0.000,0.000,0.000,0.0040,0.2631,0.0909,7.16,0.1789
51.746,0.000,0.000,0.000,0.0040,0.2631,0.0909,7.16,0.1789
51.766,0.000,0.000,0.000,0.0040,0.2631,0.0909,7.16,0.1789
51.786,0.000,0.000,0.000,0.0040,0.2631,0.0909,7.16,0.1789
51.806,0.000,0.000,0.000,0.0041,0.2631,0.0909,7.16,0.1789
51.826,0.000,0.000,0.000,0.0041,0.2631,0.0909,7.16,0.1789
51.846,0.000,0.000,0.000,0.0041,0.2631,0.0909,7.16,0.1789
51.866,0.000,0.000,0.000,0.0041,0.2631,0.0909,7.16,0.1789
51.887,0.000,0.000,0.000,0.0042,0.2631,0.0909,7.16,0.1789
51.907,0.000,0.000,0.000,0.0042,0.2631,0.0909,7.16,0.1789
51.925,0.000,0.000,0.000,0.0042,0.2631,0.0909,7.16,0.1789
51.946,0.000,0.000,0.000,0.0042,0.2631,0.0909,7.16,0.1789
51.966,0.000,0.000,0.000,0.0042,0.2631,0.0909,7.16,0.1789
51.986,0.000,0.000,0.000,0.0043,0.2631,0.0909,7.16,0.1789
52.006,0.000,0.000,0.000,0.0043,0.2631,0.0909,7.16,0.1789
52.028,0.000,0.000,0.000,0.0043,0.2631,0.0910,7.16,0.1789
52.046,0.000,0.000,0.000,0.0043,0.2631,0.0910,7.16,0.1789
52.066,0.000,0.000,0.000,0.0043,0.2631,0.0910,7.16,0.1789
52.087,0.000,0.000,0.000,0.0044,0.2630,0.0910,7.16,0.1789
52.108,0.000,0.000,0.000,0.0044,0.2630,0.0910,7.16,0.1788
52.128,0.000,0.000,0.000,0.0044,0.2630,0.0910,7.15,0.1788
52.145,0.000,0.000,0.000,0.0044,0.2630,0.0910,7.15,0.1788
52.165,0.000,0.000,0.000,0.0044,0.2630,0.0910,7.15,0.1788
52.186,0.000,0.000,0.000,0.0044,0.2630,0.0910,7.15,0.1788
52.205,0.000,0.000,0.000,0.0045,0.2630,0.0910,7.15,0.1788
52.228,0.000,0.000,0.000,0.0045,0.2630,0.0910,7.15,0.1788
52.246,0.000,0.000,0.000,0.0045,0.2630,0.0910,7.15,0.1788
52.265,0.000,0.000,0.000,0.0045,0.2630,0.0910,7.15,0.1788
52.286,0.000,0.000,0.000,0.0045,0.2630,0.0910,7.15,0.1788
52.307,0.000,0.000,0.000,0.0046,0.2630,0.0910,7.15,0.1788
52.327,0.000,0.000,0.000,0.0046,0.2630,0.0910,7.15,0.1788
52.347,0.000,0.000,0.000,0.0046,0.2630,0.0910,7.15,0.1787
52.365,0.000,0.000,0.000,0.0046,0.2630,0.0910,7.15,0.1787
52.389,0.000,0.000,0.000,0.0046,0.2630,0.0910,7.15,0.1787
52.408,0.000,0.000,0.000,0.0046,0.2630,0.0910,7.15,0.1787
52.427,0.000,0.000,0.000,0.0047,0.2630,0.0910,7.15,0.1787
52.447,0.000,0.000,0.000,0.0047,0.2630,0.0910,7.15,0.1787
52.466,0.000,0.000,0.000,0.0047,0.2630,0.0910,7.15,0.1787
52.486,0.000,0.000,0.000,0.0047,0.2630,0.0910,7.15,0.1787
52.505,0.000,0.000,0.000,0.0047,0.2630,0.0910,7.15,0.1787
52.525,0.000,0.000,0.000,0.0047,0.2630,0.0910,7.15,0.1787
52.546,0.000,0.000,0.000,0.0048,0.2630,0.0910,7.15,0.1786
52.565,0.000,0.000,0.000,0.0048,0.2630,0.0910,7.15,0.1786
52.586,0.000,0.000,0.000,0.0048,0.2630,0.0910,7.15,0.1786
52.608,0.000,0.000,0.000,0.0048,0.2630,0.0910,7.14,0.1786
52.626,0.000,0.000,0.000,0.0048,0.2630,0.0910,7.14,0.1786
52.648,0.000,0.000,0.000,0.0048,0.2630,0.0910,7.14,0.1786
52.666,0.000,0.000,0.000,0.0049,0.2630,0.0910,7.14,0.1786
52.686,0.000,0.000,0.000,0.0049,0.2630,0.0910,7.14,0.1786
52.707,0.000,0.000,0.000,0.0049,0.2630,0.0910,7.14,0.1785
52.725,0.000,0.000,0.000,0.0049,0.2630,0.0910,7.14,0.1785
52.746,0.000,0.000,0.000,0.0049,0.2630,0.0910,7.14,0.1785
52.765,0.000,0.000,0.000,0.0049,0.2630,0.0910,7.14,0.1785
52.786,0.000,0.000,0.000,0.0050,0.2630,0.0910,7.14,0.1785
52.807,0.000,0.000,0.000,0.0050,0.2630,0.0910,7.14,0.1785
52.826,0.000,0.000,0.000,0.0050,0.2630,0.0910,7.14,0.1785
52.847,0.000,0.000,0.000,0.0050,0.2630,0.0910,7.14,0.1785
52.868,0.000,0.000,0.000,0.0050,0.2630,0.0910,7.14,0.1785
52.886,0.000,0.000,0.000,0.0050,0.2630,0.0910,7.14,0.1784
52.907,0.000,0.000,0.000,0.0051,0.2630,0.0910,7.14,0.1784
52.927,0.000,0.000,0.000,0.0051,0.2630,0.0910,7.14,0.1784
52.947,0.000,0.000,0.000,0.0051,0.2630,0.0910,7.14,0.1784
52.966,0.000,0.000,0.000,0.0051,0.2630,0.0910,7.14,0.1784
52.986,0.000,0.000,0.000,0.0051,0.2630,0.0910,7.14,0.1784
53.007,0.000,0.000,0.000,0.0051,0.2630,0.0910,7.13,0.1784
53.027,0.000,0.000,0.000,0.0051,0.2630,0.0910,7.13,0.1784
53.047,0.000,0.000,0.000,0.0051,0.2630,0.0910,7.13,0.1783
53.068,0.000,0.000,0.000,0.0052,0.2630,0.0910,7.13,0.1783
53.088,0.000,0.000,0.000,0.0052,0.2630,0.0910,7.13,0.1783
53.105,0.000,0.000,0.000,0.0052,0.2630,0.0910,7.13,0.1783
53.127,0.000,0.000,0.000,0.0052,0.2630,0.0910,7.13,0.1783
53.146,0.000,0.000,0.000,0.0052,0.2630,0.0910,7.13,0.1783
53.169,0.000,0.000,0.000,0.0052,0.2630,0.0910,7.13,0.1783
53.188,0.000,0.000,0.000,0.0052,0.2630,0.0910,7.13,0.1783
53.206,0.000,0.000,0.000,0.0052,0.2630,0.0910,7.13,0.1783
53.226,0.000,0.000,0.000,0.0053,0.2630,0.0910,7.13,0.1782
53.245,0.000,0.000,0.000,0.0053,0.2630,0.0910,7.13,0.1782
53.266,0.000,0.000,0.000,0.0053,0.2630,0.0910,7.13,0.1782
53.286,0.000,0.000,0.000,0.0053,0.2630,0.0910,7.13,0.1782
53.305,0.000,0.000,0.000,0.0053,0.2630,0.0910,7.13,0.1782
53.325,0.000,0.000,0.000,0.0053,0.2630,0.0910,7.13,0.1782
53.346,0.000,0.000,0.000,0.0053,0.2630,0.0910,7.13,0.1782
53.366,0.000,0.000,0.000,0.0053,0.2630,0.0910,7.13,0.1782
53.386,0.000,0.000,0.000,0.0054,0.2630,0.0910,7.13,0.1781
53.405,0.000,0.000,0.000,0.0054,0.2630,0.0910,7.12,0.1781
53.425,0.000,0.000,0.000,0.0054,0.2630,0.0911,7.12,0.1781
53.445,0.000,0.000,0.000,0.0054,0.2630,0.0911,7.12,0.1781
53.466,0.000,0.000,0.000,0.0054,0.2630,0.0911,7.12,0.1781
53.486,0.000,0.000,0.000,0.0054,0.2630,0.0911,7.12,0.1781
53.505,0.000,0.000,0.000,0.0054,0.2630,0.0911,7.12,0.1781
53.527,0.000,0.000,0.000,0.0054,0.2630,0.0911,7.12,0.1781
53.546,0.000,0.000,0.000,0.0055,0.2630,0.0911,7.12,0.1780
53.565,0.000,0.000,0.000,0.0055,0.2630,0.0911,7.12,0.1780
53.585,0.000,0.000,0.000,0.0055,0.2630,0.0911,7.12,0.1780
53.605,0.000,0.000,0.000,0.0055,0.2630,0.0911,7.12,0.1780
53.626,0.000,0.000,0.000,0.0055,0.2630,0.0911,7.12,0.1780
53.645,0.000,0.000,0.000,0.0055,0.2630,0.0911,7.12,0.1780
53.665,0.000,0.000,0.000,0.0055,0.2630,0.0911,7.12,0.1780
53.685,0.000,0.000,0.000,0.0055,0.2630,0.0911,7.12,0.1780
53.705,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.12,0.1779
53.727,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.12,0.1779
53.745,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.12,0.1779
53.765,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.12,0.1779
53.787,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.12,0.1779
53.807,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.11,0.1779
53.825,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.11,0.1779
53.846,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.11,0.1779
53.865,0.000,0.000,0.000,0.0056,0.2630,0.0911,7.11,0.1779
53.885,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
53.906,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
53.925,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
53.946,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
53.967,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
53.986,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
54.007,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
54.027,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
54.046,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1778
54.065,0.000,0.000,0.000,0.0057,0.2630,0.0911,7.11,0.1777
54.085,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1777
54.105,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1777
54.126,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1777
54.146,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1777
54.166,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1777
54.186,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1777
54.206,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1777
54.226,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1777
54.247,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.11,0.1776
54.266,0.000,0.000,0.000,0.0058,0.2630,0.0911,7.10,0.1776
54.286,0.000,0.000,0.000,0.0059,0.2630,0.0911,7.10,0.1776
54.307,0.000,0.000,0.000,0.0059,0.2630,0.0911,7.10,0.1776
