v_cmd,t,P_mecanica_W,P_electrica_W,voltaje_V,corriente_A,inclinacion_rad,altura_m
0.60,7.501,33.72,0.00,0.00,0.000,0.0159,0.2726
0.60,7.522,29.80,0.00,0.00,0.000,0.0176,0.2775
0.60,7.541,28.39,0.00,0.00,0.000,0.0169,0.2798
0.60,7.561,77.49,0.00,0.00,0.000,0.0098,0.2758
0.60,7.582,40.83,0.00,0.00,0.000,0.0084,0.2675
0.60,7.601,26.05,0.00,0.00,0.000,0.0092,0.2638
0.60,7.623,19.87,0.00,0.00,0.000,0.0094,0.2607
0.60,7.640,9.47,0.00,0.00,0.000,0.0092,0.2554
0.60,7.661,10.59,0.00,0.00,0.000,0.0085,0.2527
0.60,7.682,11.92,0.00,0.00,0.000,0.0084,0.2519
0.60,7.703,14.00,0.00,0.00,0.000,0.0086,0.2518
0.60,7.722,17.47,0.00,0.00,0.000,0.0085,0.2527
0.60,7.740,19.36,0.00,0.00,0.000,0.0080,0.2541
0.60,7.761,34.28,0.00,0.00,0.000,0.0069,0.2580
0.60,7.781,49.58,0.00,0.00,0.000,0.0072,0.2642
0.60,7.801,54.40,0.00,0.00,0.000,0.0079,0.2717
0.60,7.820,23.22,0.00,0.00,0.000,0.0075,0.2779
0.60,7.840,20.16,0.00,0.00,0.000,0.0076,0.2788
0.60,7.862,117.33,0.00,0.00,0.000,0.0109,0.2747
0.60,7.882,90.14,0.00,0.00,0.000,0.0132,0.2683
0.60,7.901,45.21,0.00,0.00,0.000,0.0142,0.2647
0.60,7.921,23.90,0.00,0.00,0.000,0.0137,0.2596
0.60,7.941,10.48,0.00,0.00,0.000,0.0129,0.2577
0.60,7.962,16.31,0.00,0.00,0.000,0.0105,0.2525
0.60,7.982,14.28,0.00,0.00,0.000,0.0082,0.2505
0.60,8.001,14.98,0.00,0.00,0.000,0.0080,0.2502
0.60,8.026,19.51,0.00,0.00,0.000,0.0087,0.2504
0.60,8.040,26.77,0.00,0.00,0.000,0.0101,0.2528
0.60,8.062,24.23,0.00,0.00,0.000,0.0104,0.2603
0.60,8.081,42.91,0.00,0.00,0.000,0.0104,0.2634
0.60,8.101,36.72,0.00,0.00,0.000,0.0114,0.2710
0.60,8.121,28.30,0.00,0.00,0.000,0.0131,0.2768
0.60,8.141,26.22,0.00,0.00,0.000,0.0125,0.2792
0.60,8.166,99.23,0.00,0.00,0.000,0.0091,0.2762
0.60,8.181,49.81,0.00,0.00,0.000,0.0090,0.2698
0.60,8.201,40.41,0.00,0.00,0.000,0.0102,0.2648
0.60,8.222,19.14,0.00,0.00,0.000,0.0104,0.2574
0.60,8.242,10.55,0.00,0.00,0.000,0.0102,0.2549
0.60,8.261,11.38,0.00,0.00,0.000,0.0099,0.2528
0.60,8.281,12.70,0.00,0.00,0.000,0.0092,0.2517
0.60,8.302,16.15,0.00,0.00,0.000,0.0084,0.2521
0.60,8.323,18.19,0.00,0.00,0.000,0.0081,0.2526
0.60,8.342,22.05,0.00,0.00,0.000,0.0076,0.2549
0.60,8.361,36.36,0.00,0.00,0.000,0.0071,0.2583
0.60,8.381,37.09,0.00,0.00,0.000,0.0082,0.2667
0.60,8.403,26.25,0.00,0.00,0.000,0.0102,0.2743
0.60,8.421,21.78,0.00,0.00,0.000,0.0097,0.2790
0.60,8.442,22.92,0.00,0.00,0.000,0.0083,0.2802
0.60,8.461,81.63,0.00,0.00,0.000,0.0097,0.2775
0.60,8.480,54.08,0.00,0.00,0.000,0.0126,0.2701
0.60,8.503,35.19,0.00,0.00,0.000,0.0134,0.2676
0.60,8.521,43.77,0.00,0.00,0.000,0.0132,0.2603
0.60,8.540,10.42,0.00,0.00,0.000,0.0116,0.2571
0.60,8.561,16.99,0.00,0.00,0.000,0.0090,0.2533
0.60,8.581,13.14,0.00,0.00,0.000,0.0061,0.2511
0.60,8.601,14.27,0.00,0.00,0.000,0.0056,0.2507
0.60,8.621,17.62,0.00,0.00,0.000,0.0066,0.2516
0.60,8.641,24.27,0.00,0.00,0.000,0.0077,0.2542
0.60,8.661,37.34,0.00,0.00,0.000,0.0077,0.2577
0.60,8.682,32.19,0.00,0.00,0.000,0.0078,0.2650
0.60,8.701,36.63,0.00,0.00,0.000,0.0085,0.2722
0.60,8.721,27.41,0.00,0.00,0.000,0.0101,0.2786
0.60,8.744,35.01,0.00,0.00,0.000,0.0098,0.2795
0.60,8.762,51.66,0.00,0.00,0.000,0.0044,0.2734
0.60,8.782,28.64,0.00,0.00,0.000,0.0044,0.2671
0.60,8.801,21.92,0.00,0.00,0.000,0.0054,0.2632
0.60,8.827,13.99,0.00,0.00,0.000,0.0063,0.2579
0.60,8.841,9.36,0.00,0.00,0.000,0.0060,0.2554
0.60,8.862,10.37,0.00,0.00,0.000,0.0059,0.2530
0.60,8.883,12.99,0.00,0.00,0.000,0.0062,0.2521
0.60,8.901,14.56,0.00,0.00,0.000,0.0064,0.2520
0.60,8.921,17.69,0.00,0.00,0.000,0.0064,0.2528
0.60,8.942,17.83,0.00,0.00,0.000,0.0060,0.2556
0.60,8.962,31.23,0.00,0.00,0.000,0.0058,0.2613
0.60,8.982,51.10,0.00,0.00,0.000,0.0070,0.2652
0.60,9.001,29.92,0.00,0.00,0.000,0.0091,0.2738
0.60,9.021,21.88,0.00,0.00,0.000,0.0086,0.2783
0.60,9.045,24.16,0.00,0.00,0.000,0.0079,0.2792
0.60,9.061,52.78,0.00,0.00,0.000,0.0088,0.2780
0.60,9.081,35.45,0.00,0.00,0.000,0.0112,0.2715
0.60,9.101,46.54,0.00,0.00,0.000,0.0126,0.2671
0.60,9.122,26.22,0.00,0.00,0.000,0.0129,0.2618
0.60,9.144,19.21,0.00,0.00,0.000,0.0105,0.2566
0.60,9.161,18.70,0.00,0.00,0.000,0.0086,0.2533
0.60,9.183,13.08,0.00,0.00,0.000,0.0063,0.2509
0.60,9.202,14.52,0.00,0.00,0.000,0.0057,0.2502
0.60,9.221,19.06,0.00,0.00,0.000,0.0073,0.2514
0.60,9.242,26.19,0.00,0.00,0.000,0.0092,0.2553
0.60,9.262,27.98,0.00,0.00,0.000,0.0096,0.2595
0.60,9.281,36.68,0.00,0.00,0.000,0.0098,0.2628
0.60,9.302,44.29,0.00,0.00,0.000,0.0111,0.2719
0.60,9.321,27.00,0.00,0.00,0.000,0.0129,0.2786
0.60,9.344,28.63,0.00,0.00,0.000,0.0124,0.2790
0.60,9.364,27.48,0.00,0.00,0.000,0.0122,0.2780
0.60,9.382,157.53,0.00,0.00,0.000,0.0120,0.2696
0.60,9.401,48.92,0.00,0.00,0.000,0.0115,0.2651
0.60,9.423,27.42,0.00,0.00,0.000,0.0108,0.2585
0.60,9.443,13.57,0.00,0.00,0.000,0.0104,0.2560
0.60,9.462,11.81,0.00,0.00,0.000,0.0100,0.2530
0.60,9.482,12.41,0.00,0.00,0.000,0.0095,0.2523
0.60,9.501,13.59,0.00,0.00,0.000,0.0090,0.2521
0.60,9.521,17.60,0.00,0.00,0.000,0.0087,0.2528
0.60,9.543,19.75,0.00,0.00,0.000,0.0082,0.2553
0.60,9.561,26.09,0.00,0.00,0.000,0.0075,0.2601
0.60,9.581,58.61,0.00,0.00,0.000,0.0091,0.2686
0.60,9.603,29.38,0.00,0.00,0.000,0.0103,0.2720
0.60,9.622,22.62,0.00,0.00,0.000,0.0102,0.2782
0.60,9.641,26.37,0.00,0.00,0.000,0.0096,0.2793
0.60,9.662,55.54,0.00,0.00,0.000,0.0115,0.2734
0.60,9.681,39.52,0.00,0.00,0.000,0.0123,0.2707
0.60,9.702,20.25,0.00,0.00,0.000,0.0139,0.2647
0.60,9.722,12.47,0.00,0.00,0.000,0.0141,0.2593
0.60,9.741,11.49,0.00,0.00,0.000,0.0128,0.2556
0.60,9.761,11.98,0.00,0.00,0.000,0.0106,0.2524
0.60,9.781,13.68,0.00,0.00,0.000,0.0090,0.2501
0.60,9.801,14.80,0.00,0.00,0.000,0.0091,0.2500
0.60,9.821,18.64,0.00,0.00,0.000,0.0103,0.2508
0.60,9.841,35.87,0.00,0.00,0.000,0.0112,0.2537
0.60,9.862,28.99,0.00,0.00,0.000,0.0114,0.2580
0.60,9.881,79.03,0.00,0.00,0.000,0.0117,0.2672
0.60,9.900,43.55,0.00,0.00,0.000,0.0130,0.2730
0.60,9.922,18.75,0.00,0.00,0.000,0.0150,0.2788
0.60,9.941,37.26,0.00,0.00,0.000,0.0146,0.2786
0.60,9.961,79.44,0.00,0.00,0.000,0.0111,0.2751
0.60,9.981,33.82,0.00,0.00,0.000,0.0102,0.2683
0.60,10.007,17.97,0.00,0.00,0.000,0.0101,0.2646
0.60,10.021,10.42,0.00,0.00,0.000,0.0101,0.2604
0.60,10.041,11.10,0.00,0.00,0.000,0.0097,0.2560
0.60,10.061,12.09,0.00,0.00,0.000,0.0083,0.2534
0.60,10.085,12.77,0.00,0.00,0.000,0.0076,0.2524
0.60,10.101,14.42,0.00,0.00,0.000,0.0080,0.2521
0.60,10.122,17.67,0.00,0.00,0.000,0.0083,0.2525
0.60,10.141,18.97,0.00,0.00,0.000,0.0077,0.2555
0.60,10.162,34.85,0.00,0.00,0.000,0.0065,0.2590
0.60,10.181,36.24,0.00,0.00,0.000,0.0070,0.2650
0.60,10.201,31.22,0.00,0.00,0.000,0.0096,0.2728
0.60,10.221,18.01,0.00,0.00,0.000,0.0091,0.2794
0.60,10.241,24.30,0.00,0.00,0.000,0.0082,0.2805
0.60,10.261,84.70,0.00,0.00,0.000,0.0109,0.2772
0.60,10.282,34.78,0.00,0.00,0.000,0.0149,0.2709
0.60,10.304,13.53,0.00,0.00,0.000,0.0165,0.2644
0.60,10.321,9.59,0.00,0.00,0.000,0.0158,0.2603
0.60,10.341,11.63,0.00,0.00,0.000,0.0136,0.2557
0.60,10.361,13.03,0.00,0.00,0.000,0.0114,0.2527
0.60,10.381,12.70,0.00,0.00,0.000,0.0106,0.2517
0.60,10.401,15.77,0.00,0.00,0.000,0.0104,0.2510
0.60,10.421,18.73,0.00,0.00,0.000,0.0115,0.2515
0.60,10.441,24.55,0.00,0.00,0.000,0.0124,0.2541
0.60,10.463,44.14,0.00,0.00,0.000,0.0129,0.2594
0.60,10.483,33.65,0.00,0.00,0.000,0.0134,0.2650
0.60,10.501,41.83,0.00,0.00,0.000,0.0155,0.2732
0.60,10.522,27.60,0.00,0.00,0.000,0.0172,0.2789
0.60,10.541,32.26,0.00,0.00,0.000,0.0174,0.2802
0.60,10.562,69.46,0.00,0.00,0.000,0.0099,0.2733
0.60,10.582,46.30,0.00,0.00,0.000,0.0062,0.2679
0.60,10.601,18.89,0.00,0.00,0.000,0.0070,0.2634
0.60,10.621,11.82,0.00,0.00,0.000,0.0088,0.2582
0.60,10.641,12.34,0.00,0.00,0.000,0.0094,0.2549
0.60,10.662,10.75,0.00,0.00,0.000,0.0091,0.2524
0.60,10.684,12.72,0.00,0.00,0.000,0.0087,0.2512
0.60,10.702,15.08,0.00,0.00,0.000,0.0087,0.2512
0.60,10.721,20.46,0.00,0.00,0.000,0.0086,0.2526
0.60,10.742,20.46,0.00,0.00,0.000,0.0082,0.2547
0.60,10.766,24.67,0.00,0.00,0.000,0.0073,0.2597
0.60,10.781,37.80,0.00,0.00,0.000,0.0080,0.2635
0.60,10.801,56.64,0.00,0.00,0.000,0.0095,0.2725
0.60,10.821,24.29,0.00,0.00,0.000,0.0092,0.2784
0.60,10.845,24.18,0.00,0.00,0.000,0.0093,0.2784
0.60,10.861,53.37,0.00,0.00,0.000,0.0115,0.2762
0.60,10.882,29.07,0.00,0.00,0.000,0.0144,0.2688
0.60,10.904,21.35,0.00,0.00,0.000,0.0145,0.2638
0.60,10.921,10.89,0.00,0.00,0.000,0.0140,0.2609
0.60,10.946,11.93,0.00,0.00,0.000,0.0115,0.2542
0.60,10.962,12.89,0.00,0.00,0.000,0.0098,0.2514
0.60,10.981,13.74,0.00,0.00,0.000,0.0093,0.2506
0.60,11.008,15.40,0.00,0.00,0.000,0.0098,0.2502
0.60,11.022,20.36,0.00,0.00,0.000,0.0112,0.2506
0.60,11.042,39.78,0.00,0.00,0.000,0.0123,0.2552
0.60,11.061,32.79,0.00,0.00,0.000,0.0129,0.2589
0.60,11.084,44.54,0.00,0.00,0.000,0.0138,0.2652
0.60,11.102,32.47,0.00,0.00,0.000,0.0162,0.2733
0.60,11.121,21.92,0.00,0.00,0.000,0.0173,0.2778
0.60,11.142,36.48,0.00,0.00,0.000,0.0151,0.2786
0.60,11.161,69.13,0.00,0.00,0.000,0.0079,0.2743
0.60,11.182,54.15,0.00,0.00,0.000,0.0072,0.2679
0.60,11.201,28.44,0.00,0.00,0.000,0.0084,0.2628
0.60,11.221,14.63,0.00,0.00,0.000,0.0087,0.2575
0.60,11.241,9.98,0.00,0.00,0.000,0.0086,0.2542
0.60,11.261,11.39,0.00,0.00,0.000,0.0088,0.2521
0.60,11.280,12.56,0.00,0.00,0.000,0.0089,0.2516
0.60,11.301,14.93,0.00,0.00,0.000,0.0086,0.2516
0.60,11.320,18.03,0.00,0.00,0.000,0.0080,0.2526
0.60,11.346,23.51,0.00,0.00,0.000,0.0076,0.2546
0.60,11.361,26.10,0.00,0.00,0.000,0.0069,0.2575
0.60,11.381,38.45,0.00,0.00,0.000,0.0073,0.2655
0.60,11.402,31.44,0.00,0.00,0.000,0.0096,0.2730
0.60,11.423,17.94,0.00,0.00,0.000,0.0094,0.2791
0.60,11.441,27.60,0.00,0.00,0.000,0.0093,0.2798
0.60,11.461,77.09,0.00,0.00,0.000,0.0146,0.2760
0.60,11.481,33.46,0.00,0.00,0.000,0.0166,0.2709
0.60,11.502,20.81,0.00,0.00,0.000,0.0167,0.2642
0.60,11.521,12.39,0.00,0.00,0.000,0.0160,0.2586
0.60,11.541,10.49,0.00,0.00,0.000,0.0150,0.2555
0.60,11.563,11.53,0.00,0.00,0.000,0.0136,0.2524
0.60,11.582,12.12,0.00,0.00,0.000,0.0128,0.2507
0.60,11.601,15.77,0.00,0.00,0.000,0.0133,0.2506
0.60,11.622,19.59,0.00,0.00,0.000,0.0152,0.2519
0.60,11.641,24.73,0.00,0.00,0.000,0.0160,0.2544
0.60,11.661,42.33,0.00,0.00,0.000,0.0171,0.2586
0.60,11.681,36.88,0.00,0.00,0.000,0.0186,0.2667
0.60,11.700,32.60,0.00,0.00,0.000,0.0214,0.2739
0.60,11.721,21.98,0.00,0.00,0.000,0.0236,0.2778
0.60,11.740,36.30,0.00,0.00,0.000,0.0217,0.2794
0.60,11.762,54.20,0.00,0.00,0.000,0.0117,0.2735
0.60,11.781,40.19,0.00,0.00,0.000,0.0092,0.2692
0.60,11.804,20.35,0.00,0.00,0.000,0.0097,0.2622
0.60,11.821,12.43,0.00,0.00,0.000,0.0108,0.2574
0.60,11.842,11.73,0.00,0.00,0.000,0.0107,0.2547
0.60,11.861,11.22,0.00,0.00,0.000,0.0101,0.2530
0.60,11.881,12.32,0.00,0.00,0.000,0.0095,0.2520
0.60,11.903,14.88,0.00,0.00,0.000,0.0097,0.2521
0.60,11.921,16.43,0.00,0.00,0.000,0.0098,0.2533
0.60,11.941,20.27,0.00,0.00,0.000,0.0091,0.2566
0.60,11.962,36.06,0.00,0.00,0.000,0.0090,0.2618
0.60,11.986,49.54,0.00,0.00,0.000,0.0096,0.2648
0.80,3.002,66.91,0.00,0.00,0.000,0.0067,0.2723
0.80,3.022,26.26,0.00,0.00,0.000,0.0047,0.2790
0.80,3.041,47.69,0.00,0.00,0.000,0.0024,0.2816
0.80,3.061,80.11,0.00,0.00,0.000,0.0038,0.2791
0.80,3.082,45.93,0.00,0.00,0.000,0.0057,0.2712
0.80,3.101,39.84,0.00,0.00,0.000,0.0051,0.2648
0.80,3.121,31.16,0.00,0.00,0.000,0.0032,0.2584
0.80,3.141,19.50,0.00,0.00,0.000,0.0003,0.2521
0.80,3.161,22.69,0.00,0.00,0.000,0.0033,0.2476
0.80,3.181,24.61,0.00,0.00,0.000,0.0052,0.2452
0.80,3.201,29.72,0.00,0.00,0.000,0.0048,0.2454
0.80,3.221,38.17,0.00,0.00,0.000,0.0031,0.2461
0.80,3.241,48.19,0.00,0.00,0.000,0.0020,0.2490
0.80,3.262,52.57,0.00,0.00,0.000,0.0017,0.2551
0.80,3.282,47.73,0.00,0.00,0.000,0.0025,0.2637
0.80,3.302,59.42,0.00,0.00,0.000,0.0049,0.2701
0.80,3.322,31.15,0.00,0.00,0.000,0.0081,0.2786
0.80,3.341,64.78,0.00,0.00,0.000,0.0068,0.2803
0.80,3.361,141.59,0.00,0.00,0.000,0.0047,0.2779
0.80,3.382,42.51,0.00,0.00,0.000,0.0054,0.2716
0.80,3.402,36.06,0.00,0.00,0.000,0.0055,0.2656
0.80,3.421,20.89,0.00,0.00,0.000,0.0062,0.2590
0.80,3.441,15.88,0.00,0.00,0.000,0.0060,0.2543
0.80,3.461,17.19,0.00,0.00,0.000,0.0054,0.2519
0.80,3.481,19.83,0.00,0.00,0.000,0.0048,0.2502
0.80,3.501,22.22,0.00,0.00,0.000,0.0054,0.2496
0.80,3.525,27.06,0.00,0.00,0.000,0.0061,0.2500
0.80,3.541,27.54,0.00,0.00,0.000,0.0065,0.2526
0.80,3.561,47.55,0.00,0.00,0.000,0.0066,0.2553
0.80,3.581,87.04,0.00,0.00,0.000,0.0073,0.2608
0.80,3.601,52.20,0.00,0.00,0.000,0.0085,0.2728
0.80,3.625,32.76,0.00,0.00,0.000,0.0076,0.2789
0.80,3.641,32.66,0.00,0.00,0.000,0.0063,0.2825
0.80,3.661,145.79,0.00,0.00,0.000,0.0076,0.2798
0.80,3.681,68.03,0.00,0.00,0.000,0.0098,0.2713
0.80,3.702,32.01,0.00,0.00,0.000,0.0113,0.2651
0.80,3.721,15.70,0.00,0.00,0.000,0.0101,0.2592
0.80,3.741,19.12,0.00,0.00,0.000,0.0085,0.2544
0.80,3.761,22.84,0.00,0.00,0.000,0.0062,0.2492
0.80,3.786,22.66,0.00,0.00,0.000,0.0043,0.2466
0.80,3.801,27.01,0.00,0.00,0.000,0.0045,0.2467
0.80,3.821,34.37,0.00,0.00,0.000,0.0070,0.2469
0.80,3.841,34.10,0.00,0.00,0.000,0.0091,0.2507
0.80,3.862,60.10,0.00,0.00,0.000,0.0102,0.2550
0.80,3.882,50.17,0.00,0.00,0.000,0.0131,0.2649
0.80,3.901,58.07,0.00,0.00,0.000,0.0161,0.2713
0.80,3.922,32.29,0.00,0.00,0.000,0.0210,0.2795
0.80,3.941,67.45,0.00,0.00,0.000,0.0214,0.2807
0.80,3.961,160.59,0.00,0.00,0.000,0.0165,0.2771
0.80,3.981,61.14,0.00,0.00,0.000,0.0143,0.2696
0.80,4.001,42.81,0.00,0.00,0.000,0.0144,0.2642
0.80,4.021,30.06,0.00,0.00,0.000,0.0147,0.2574
0.80,4.041,19.81,0.00,0.00,0.000,0.0139,0.2531
0.80,4.061,20.66,0.00,0.00,0.000,0.0130,0.2501
0.80,4.087,21.80,0.00,0.00,0.000,0.0128,0.2489
0.80,4.101,24.06,0.00,0.00,0.000,0.0133,0.2486
0.80,4.121,31.12,0.00,0.00,0.000,0.0136,0.2491
0.80,4.142,32.44,0.00,0.00,0.000,0.0135,0.2506
0.80,4.162,45.68,0.00,0.00,0.000,0.0131,0.2536
0.80,4.181,80.86,0.00,0.00,0.000,0.0127,0.2607
0.80,4.201,59.90,0.00,0.00,0.000,0.0125,0.2716
0.80,4.224,31.85,0.00,0.00,0.000,0.0106,0.2796
0.80,4.241,44.45,0.00,0.00,0.000,0.0089,0.2820
0.80,4.261,152.92,0.00,0.00,0.000,0.0092,0.2794
0.80,4.281,59.39,0.00,0.00,0.000,0.0114,0.2728
0.80,4.307,72.42,0.00,0.00,0.000,0.0125,0.2687
0.80,4.321,13.96,0.00,0.00,0.000,0.0111,0.2589
0.80,4.341,26.81,0.00,0.00,0.000,0.0081,0.2520
0.80,4.363,21.90,0.00,0.00,0.000,0.0055,0.2479
0.80,4.383,24.23,0.00,0.00,0.000,0.0044,0.2464
0.80,4.401,29.82,0.00,0.00,0.000,0.0054,0.2457
0.80,4.421,34.34,0.00,0.00,0.000,0.0073,0.2470
0.80,4.441,52.50,0.00,0.00,0.000,0.0085,0.2492
0.80,4.461,51.81,0.00,0.00,0.000,0.0096,0.2536
0.80,4.481,88.36,0.00,0.00,0.000,0.0112,0.2600
0.80,4.502,51.67,0.00,0.00,0.000,0.0154,0.2724
0.80,4.523,30.10,0.00,0.00,0.000,0.0192,0.2780
0.80,4.541,54.98,0.00,0.00,0.000,0.0176,0.2797
0.80,4.561,121.69,0.00,0.00,0.000,0.0106,0.2757
0.80,4.582,54.34,0.00,0.00,0.000,0.0088,0.2707
0.80,4.602,22.55,0.00,0.00,0.000,0.0080,0.2646
0.80,4.621,22.97,0.00,0.00,0.000,0.0088,0.2581
0.80,4.641,18.99,0.00,0.00,0.000,0.0094,0.2543
0.80,4.662,19.14,0.00,0.00,0.000,0.0096,0.2511
0.80,4.682,21.53,0.00,0.00,0.000,0.0094,0.2489
0.80,4.704,24.33,0.00,0.00,0.000,0.0098,0.2484
0.80,4.722,25.51,0.00,0.00,0.000,0.0100,0.2494
0.80,4.741,33.51,0.00,0.00,0.000,0.0093,0.2517
0.80,4.762,56.91,0.00,0.00,0.000,0.0084,0.2547
0.80,4.782,62.42,0.00,0.00,0.000,0.0077,0.2598
0.80,4.802,51.84,0.00,0.00,0.000,0.0072,0.2721
0.80,4.821,24.26,0.00,0.00,0.000,0.0049,0.2801
0.80,4.846,52.02,0.00,0.00,0.000,0.0044,0.2811
0.80,4.861,77.59,0.00,0.00,0.000,0.0073,0.2788
0.80,4.881,107.72,0.00,0.00,0.000,0.0106,0.2721
0.80,4.902,34.02,0.00,0.00,0.000,0.0108,0.2662
0.80,4.921,15.72,0.00,0.00,0.000,0.0087,0.2593
0.80,4.941,24.35,0.00,0.00,0.000,0.0049,0.2522
0.80,4.961,24.90,0.00,0.00,0.000,0.0014,0.2477
0.80,4.981,24.61,0.00,0.00,0.000,0.0005,0.2459
0.80,5.002,27.97,0.00,0.00,0.000,0.0013,0.2455
0.80,5.021,36.86,0.00,0.00,0.000,0.0010,0.2462
0.80,5.041,35.75,0.00,0.00,0.000,0.0035,0.2503
0.80,5.061,49.27,0.00,0.00,0.000,0.0051,0.2566
0.80,5.083,70.83,0.00,0.00,0.000,0.0071,0.2625
0.80,5.101,42.56,0.00,0.00,0.000,0.0112,0.2722
0.80,5.121,26.73,0.00,0.00,0.000,0.0152,0.2798
0.80,5.142,42.64,0.00,0.00,0.000,0.0146,0.2814
0.80,5.161,157.65,0.00,0.00,0.000,0.0112,0.2786
0.80,5.182,51.52,0.00,0.00,0.000,0.0103,0.2729
0.80,5.201,36.12,0.00,0.00,0.000,0.0102,0.2654
0.80,5.222,22.60,0.00,0.00,0.000,0.0113,0.2586
0.80,5.243,18.48,0.00,0.00,0.000,0.0122,0.2539
0.80,5.262,17.87,0.00,0.00,0.000,0.0114,0.2516
0.80,5.281,20.81,0.00,0.00,0.000,0.0106,0.2497
0.80,5.301,23.02,0.00,0.00,0.000,0.0109,0.2491
0.80,5.321,27.83,0.00,0.00,0.000,0.0120,0.2496
0.80,5.342,31.92,0.00,0.00,0.000,0.0123,0.2513
0.80,5.362,59.15,0.00,0.00,0.000,0.0118,0.2556
0.80,5.381,81.86,0.00,0.00,0.000,0.0114,0.2656
0.80,5.401,49.40,0.00,0.00,0.000,0.0106,0.2740
0.80,5.421,26.19,0.00,0.00,0.000,0.0082,0.2817
0.80,5.441,42.15,0.00,0.00,0.000,0.0071,0.2831
0.80,5.462,82.84,0.00,0.00,0.000,0.0084,0.2805
0.80,5.482,47.88,0.00,0.00,0.000,0.0103,0.2750
0.80,5.501,42.72,0.00,0.00,0.000,0.0111,0.2675
0.80,5.521,18.08,0.00,0.00,0.000,0.0090,0.2596
0.80,5.541,20.65,0.00,0.00,0.000,0.0060,0.2532
0.80,5.564,21.92,0.00,0.00,0.000,0.0046,0.2507
0.80,5.581,21.84,0.00,0.00,0.000,0.0020,0.2479
0.80,5.602,27.16,0.00,0.00,0.000,0.0014,0.2470
0.80,5.622,35.02,0.00,0.00,0.000,0.0037,0.2479
0.80,5.641,36.25,0.00,0.00,0.000,0.0059,0.2516
0.80,5.661,59.82,0.00,0.00,0.000,0.0066,0.2558
0.80,5.681,66.93,0.00,0.00,0.000,0.0083,0.2634
0.80,5.702,55.68,0.00,0.00,0.000,0.0119,0.2709
0.80,5.722,33.08,0.00,0.00,0.000,0.0159,0.2802
0.80,5.741,44.68,0.00,0.00,0.000,0.0161,0.2816
0.80,5.761,203.14,0.00,0.00,0.000,0.0133,0.2789
0.80,5.781,56.24,0.00,0.00,0.000,0.0098,0.2717
0.80,5.804,26.86,0.00,0.00,0.000,0.0100,0.2657
0.80,5.822,27.68,0.00,0.00,0.000,0.0117,0.2587
0.80,5.841,18.02,0.00,0.00,0.000,0.0131,0.2552
0.80,5.863,18.17,0.00,0.00,0.000,0.0127,0.2507
0.80,5.881,19.71,0.00,0.00,0.000,0.0121,0.2493
0.80,5.901,21.89,0.00,0.00,0.000,0.0122,0.2490
0.80,5.921,26.24,0.00,0.00,0.000,0.0138,0.2493
0.80,5.942,30.25,0.00,0.00,0.000,0.0149,0.2520
0.80,5.962,45.50,0.00,0.00,0.000,0.0153,0.2546
0.80,5.981,79.39,0.00,0.00,0.000,0.0156,0.2607
0.80,6.001,59.24,0.00,0.00,0.000,0.0157,0.2702
0.80,6.025,34.65,0.00,0.00,0.000,0.0150,0.2794
0.80,6.041,29.39,0.00,0.00,0.000,0.0138,0.2823
0.80,6.061,63.89,0.00,0.00,0.000,0.0122,0.2805
0.80,6.082,99.28,0.00,0.00,0.000,0.0128,0.2716
0.80,6.101,114.05,0.00,0.00,0.000,0.0138,0.2685
0.80,6.122,72.64,0.00,0.00,0.000,0.0137,0.2611
0.80,6.141,23.08,0.00,0.00,0.000,0.0107,0.2536
0.80,6.167,28.08,0.00,0.00,0.000,0.0088,0.2493
0.80,6.181,23.24,0.00,0.00,0.000,0.0068,0.2480
0.80,6.201,27.42,0.00,0.00,0.000,0.0063,0.2464
0.80,6.223,33.44,0.00,0.00,0.000,0.0082,0.2473
0.80,6.241,52.15,0.00,0.00,0.000,0.0099,0.2492
0.80,6.261,56.99,0.00,0.00,0.000,0.0115,0.2550
0.80,6.281,73.00,0.00,0.00,0.000,0.0136,0.2628
0.80,6.304,57.68,0.00,0.00,0.000,0.0161,0.2705
0.80,6.321,28.94,0.00,0.00,0.000,0.0215,0.2788
0.80,6.341,66.82,0.00,0.00,0.000,0.0181,0.2792
0.80,6.361,99.47,0.00,0.00,0.000,0.0121,0.2750
0.80,6.387,41.90,0.00,0.00,0.000,0.0116,0.2694
0.80,6.402,19.85,0.00,0.00,0.000,0.0101,0.2646
0.80,6.422,23.16,0.00,0.00,0.000,0.0082,0.2582
0.80,6.441,19.28,0.00,0.00,0.000,0.0081,0.2534
0.80,6.461,19.14,0.00,0.00,0.000,0.0089,0.2513
0.80,6.481,21.56,0.00,0.00,0.000,0.0100,0.2496
0.80,6.501,23.10,0.00,0.00,0.000,0.0106,0.2492
0.80,6.528,29.52,0.00,0.00,0.000,0.0108,0.2505
0.80,6.542,31.24,0.00,0.00,0.000,0.0106,0.2510
0.80,6.561,50.99,0.00,0.00,0.000,0.0100,0.2552
0.80,6.581,54.96,0.00,0.00,0.000,0.0094,0.2603
0.80,6.601,73.08,0.00,0.00,0.000,0.0090,0.2728
0.80,6.621,34.73,0.00,0.00,0.000,0.0075,0.2791
0.80,6.643,32.90,0.00,0.00,0.000,0.0058,0.2821
0.80,6.661,130.82,0.00,0.00,0.000,0.0092,0.2787
0.80,6.681,52.42,0.00,0.00,0.000,0.0110,0.2716
